ID,Post description
5206,"Kasus monkeypox atau cacar monyet kembali dikonfirmasi oleh Kementerian Kesehatan (Kemenkes) di Indonesia. Per November ini tercatat ada 35 kasus positif cacar monyet di Indonesia.

Virus monkeypox ini bisa menyebar melalui kontak seksual dengan orang yang terinfeksi virus monkeypox, dan juga melalui droplet pernapasan saat alami batuk, bersin maupun saat berbicara. 

Jika muncul gejala seperti di atas, segera konsultasi dengan dokter spesialis penyakit dalam di Eka Hospital melalui appointment center 1500129.

#monkeypox #cacarmonyet #cacar #monkeypoxvirus #cacarmonyetgejala"
4799,"Monkeypox adalah penyakit infeksi virus yang terutama terjadi di hewan primata, seperti monyet, tikus, dan tupai. Virus ini dapat ditularkan ke manusia melalui kontak dengan hewan yang terinfeksi, gigitan, atau melalui kontak langsung dengan lelehan dari lecak.

Gejala umum monkeypox pada manusia mirip dengan gejala cacar, termasuk demam, sakit kepala, nyeri otot, pembengkakan kelenjar getah bening, dan ruam kulit yang berkembang menjadi lepuh. Biasanya, penyakit ini ringan hingga sedang, tetapi pada kasus-kasus tertentu, dapat menjadi parah.

Sebagian besar kasus monkeypox dilaporkan di Afrika Tengah dan Barat. Meskipun jarang, kasus monkeypox juga telah terjadi di luar Afrika, termasuk di Amerika Serikat, yang sering kali terkait dengan perjalanan dari daerah terjangkit.

Pencegahan penyebaran monkeypox pada manusia meliputi menjaga kebersihan, menghindari kontak langsung dengan hewan yang berpotensi terinfeksi, serta isolasi pasien yang terkena monkeypox. Dalam beberapa kasus, vaksinasi juga dapat dilakukan untuk orang yang memiliki risiko tinggi tertular penyakit ini.

Penting untuk mencari perawatan medis jika Anda mencurigai adanya gejala yang menyerupai monkeypox, terutama jika Anda memiliki riwayat kontak dengan hewan yang dapat membawa virus ini.
#monkeypox #Penyakit #kesehatanmasyarakat #virus"
2139,"Masih bingung membedakan cacar monyet dengan cacar air? Yuk simak postingan ini!

Meskipun sekilas keduanya tampak mirip, namun cacar monyet dan cacar air merupakan dua jenis penyakit yang berbeda lho.
Cek info selengkapnya ya Sobat Sehat! Jangan lupa save postingan ini dan share ke orang-orang di sekitarmu agar lebih aware dengan penyakit Monkeypox atau cacar monyet.

Selalu jaga kesehatan dan disiplin dengan prokes ya Sobat Sehat! Pakai masker, rajin cuci tangan dengan air dan sabun atau gunakan hand sanitizer, jaga jarak, hindari kerumunan, dan kurangi mobilitas.
Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#monkeypox #cacarmonyet #cacar #cacarair #suspekmonkeypox #infosehat #infokesehatan #tipssehat #tipskesehatan #ApotekK24 #K24 #apotek #K24ApoteknyaIndonesia #SobatSehat"
7211,"‼AMARAN‼

World Health Organization (WHO) telah mengumumkan Monkeypox / Mpox sebagai kecemasan kesihatan awam antarabangsa pada Ogos 2024. 😱😱😱

Monkeypox merupakan satu penyakit virus yang disebabkan oleh Virus Monkeypox.

Tanda-tanda Mpox bermula dalam masa seminggu daripada tarikh jangkitan. Tanda-tanda adalah seperti berikut;

✅Nodus limfa bengkak
✅Sakit otot
✅Demam
✅Sakit kepala
✅Ruam kulit

Sekirannya anda mempunyai tanda-tanda berikut, sila ke klinik kami dengan segera.🏥🏥🏥

Untuk maklumat lebih lanjut, sila hubungi KLINIK SENTOSA TELUK PANGLIMA GARANG di WhatsApp dengan klik link di bawah 👇🏼
https://wasap.my/60176302033/MonkeyPox

Kunjungi kami di
Waze : Klinik Sentosa Teluk Panglima Garang
📌 https://waze.com/ul/hw280t4r0r

#kekalsihat
#tandatanda
#monkeypox
#who
#kliniksentosa
#telukpanglimagarang"
7651,"Jangan lengah dengan MonkeyPox! 🐒🚨 

Ketahui cara mencegah dan menangani penyebarannya agar tetap aman dan sehat!

#Infin8 #Infin8Connect #Infin8Media #Infin8FitLife
#MonkeyPox"
595,"Hah? Kasus Monkeypox sudah ditemukan di Indonesia??

Beberapa waktu lalu Kemenkes menyatakan bahwa terdapat satu warga di Jawa Tengah yang masuk dalam kategori Monkeypox atau cacar monyet.

Tetap waspada dan terapkan pola hidup bersih dan sehat ya Sobat untuk mencegah penularan cacar monyet. Jangan lupa share dan save postingan ini untuk menyebarkan kewaspadaan tentang Monkeypox!

#monkeypox #cacarmonyet #jateng #cacar #cacarair #suspekmonkeypox #infosehat #infokesehatan #tipssehat #tipskesehatan #ApotekK24 #K24 #apotek #K24ApoteknyaIndonesia #SobatSehat #K245Agustus22 #K24East5Agustus22"
2755,"Kementerian Kesehatan mengumumkan bahwa pasien pertama cacar monyet di Indonesia kini sudah sembuh. Hasil tes PCR terakhir telah menunjukkan hasil negatif.
_x000D_
#monkeypox #cacarmonyet #kemenkes #penyakit #wabahcacarmonyet #wabah #UMKMINDONESIANO1 #beritamerahputih #hutri77 #semangat77 #jokowi #jokowidodo #presidenjokowi #JokowiOrangnyaBaik #JokowiBekerja #JokowiPilihanRakyat #indonesia #indonesiamaju #indonesiaemas #indonesia2045 #presidenindonesia #irianajokowidodo #presidenri #pulihlebihcepatbangkitlebihkuat"
5091,"Cacar monyet atau monkeypox saat ini masih menghantui masyarakat Indonesia. Karenanya Sobat Sehat harus waspada dan mengetahui gejala-gejalanya agar bisa melakukan deteksi dan upaya pencegahan sedini mungkin. Swipe untuk melihat gejalanya yaa Sobat!

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Jangan ragu untuk melakukan konsultasi dengan apoteker kami ya Sobat!

#cacarmonyet #monkeypox #mpox #infosehat #infokesehatan #SobatSehat #ApotekK24 #K24ApoteknyaIndonesia #K249November23 #K24East9November23"
3839,"Cacar monyet adalah penyakit yang harus diwaspadai. Sangat enting untuk mengenali apa saja tanda dan gejala cacar monyet. Baru-baru ini, Centers for Disease Control and Prevention (CDC) menyebutkan muncul gejala cacar monyet yang berbeda dari kasus-kasus sebelumnya._x000D_
_x000D_
Sampai saat ini, diketahui bahwa salah satu gejala khas cacar monyet adalah muncul ruam di wajah, tangan, dan kaki. CDC juga menyebutkan cacar monyet biasanya menyebabkan ruam pada bagian wajah atau rongga mulut. Semakin lama, ruam akan berkembang dan ditemukan juga di bagian wajah, kaki, dan tangan. Tetapi tidak menutup kemungkinan akan muncul gejala lain._x000D_
_x000D_
Cari tahu info selengkapnya di www.secan.id dan channel YouTube Secan Indonesia untuk mendapatkan berita tentang kesehatan, kecantikan dan lifestyle._x000D_
_x000D_
#cacarmonyet #monkeypox #cacar #secanindonesia #secan"
6341,"WASPADA! Monkeypox semakin meresahkan!

Belakangan ini penyakit Monkeypox sedang heboh diperbincangkan. Tentunya hal ini membuat masyarakat menjadi resah. Swipe untuk melihat informasi selengkapnya yaa Sobat Sehat!

Jika Anda merasakan gejala yang mengarah ke penyakit cacar monyet, jangan ragu untuk melakukan pemeriksaan ke dokter ya Sobat Sehat agar bisa mendapatkan penanganan yang tepat. Stay safe 💛💚💛💚

#cacarmonyet #cacar #monkeypox #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K2429Agustus24 #K24Central29Agustus24"
5431,"Masih ingat dengan cacar monyet 🐵 yang sempat buat geger?
Jangan lengah dulu, karena virusnya mungkin masih ada.
Kenali cara penularan, gejala, pencegahan, dan penyembuhannya.

#TanyaDokterDulu #CacarMonyet #TipsKesehatan #MonkeyPox"
1260,"Pada awalnya, penyakit cacar monyet memiliki gejala yang serupa dengan cacar air, yaitu bintil berair. Seiring perkembangan penyakit, bintil berair berubah menjadi bernanah dan menimbulkan benjolan di leher, ketiak, atau selangkangan akibat pembengkakan kelenjar getah bening.

#edukasikesehatan #monkeypox #kesehatan #edukasi #cacarmonyet #hidupsehat"
1098,"Kasus cacar monyet kian marak di sebagian besar negara di dunia, termasuk di Indonesia. Meski marak di kalangan kelompok pria gay dan biseksual, namun cacar monyet dapat menyerang siapapun, baik wanita maupun pria. 

Seperti kabar terbaru, terdapat suspek yang terpapar cacar monyet di Cilegon, Banten. Suspek di Cilegon merupakan seorang wanita berusia 61 tahun yang dikabarkan mengalami gejala demam dan ruam pada tubuhnya. 

Saat ini, sampel pasien sedang dalam pemeriksaan di laboratorium sambil melakukan isolasi mandiri di rumah dengan adanya pantauan dari Puskesmas sekitar. Seorang ibu tersebut pun akui tak lakukan perjalanan ke luar negeri. 

Sebelumnya tercatat 17 kasus suspek cacar monyer di Indonesia, yakni masyarakat yang memiliki gejala layaknya gejala yang ditimbulkan oleh cacar monyet. Kemenkes pun sebut telah lakukan tes PCR dan hasilnya menyatakan bahwa seluruh kasus tersebut hasilnya negatif.

#dokterid #cacarmonyet #monkeypox #cilegon #suspek #indonesia"
1349,"Kementerian Kesehatan mengonfirmasi temuan pasien pertama cacar monyet atau monkeypox di Indonesia. Pasien disebutkan berasal dari DKI Jakarta.

""Satu pasien terkonfirmasi dari DKI Jakarta, laki-laki usia 27 tahun,"" kata juru bicara Kementerian Kesehatan Mohammad Syahril.

Ia mengatakan pasien tersebut punya riwayat perjalanan ke luar negeri. Menurut Syahril, gejalanya yang dialami pasien tidak terlalu berat.

WHO telah menetapkan cacar monyet sebagai darurat kesehatan global. Sejumlah negara juga sudah menetapkan wabah cacar monyet sebagai darurat kesehatan.

#CacarMonyet #Monkeypox #PenyakitBaru #VirusBaru #BeritaIndonesia #BeritaUpdate #KabarUtama #Viral #BeritaViral #FaktaIndonesia #FaktanyaIndonesiaku"
2351,"Jokowi memberikan sejumlah arahan guna mencegah terjadinya penyebaran kasus cacar monyet atau monkeypox di Tanah Air. Hal ini disampaikan Jokowi dalam keterangannya usai meninjau progres renovasi Taman Mini Indonesia Indah, di Jakarta. Jokowi menginstruksikan Menteri Kesehatan Budi Gunadi Sadikin untuk segera menyediakan vaksin cacar monyet.
_x000D_
#monkeypox #cacarmonyet #kemenkes #penyakit #wabahcacarmonyet #wabah #IndonesiaBangkit #beritamerahputih #hutri77 #semangat77 #jokowi #jokowidodo #presidenjokowi #JokowiOrangnyaBaik #JokowiBekerja #JokowiPilihanRakyat #indonesia #indonesiamaju #indonesiaemas #indonesia2045 #presidenindonesia #irianajokowidodo #presidenri #breakingnews #breaking #beritanasional #info #infoterkini #berita #pulihlebihcepatbangkitlebihkuat"
6631,"Cacar monyet bisa menyebar dengan cepat. Tapi, memangnya gimana sih cara penyebarannya?
Lakukan beberapa tips berikut agar Anda dan keluarga tetap aman terlindungi!

Jangan lupa jaga daya tahan tubuh agar terhindar dari berbagai macam penyakit yaa Sobat Sehat! Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Komplit 24 jam 💛💚💛💚

#monkeypox #cacarmonyet #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K2430Agustus24 #K24East30Agustus24"
2463,"Pada 20 Agustus 2022, Kementerian Kesehatan Indonesia memastikan satu warga negara Indonesia terkonfirmasi menderita monkey pox (cacar monyet). Pasien tersebut merupakan seorang laki-laki berusia 27 tahun, dengan riwayat perjalanan ke Belanda, Swiss, Belgia dan Perancis sebelum tertular.
 

#monkeypox #cacarmonyet #hewanpliharaan #rumahtemaramkesehatanpublik"
5765,"Organisasi Kesehatan Dunia (WHO) menetapkan penyebaran virus MPoX menjadi darurat kesehatan global. Pada dasarnya penyakit ini ditemukan di negara Afrika Tengah dan Afrika Barat yang menyebar hingga ke beberapa negara.

Virus MPox telah ditemukan oleh para ilmuwan sejak tahun 1958. Kini, virus ini kembali mulai menyebar kembali ke beberapa negara. 

Menurut kabar terbarunya, virus ini sudah masuk ke Thailand. Ada satu pasien yang terjangkit MPox usai melakukan perjalanan dari Afrika. 

Karena virus yang makin menyebar ke wilayah Asia, maka Bandara Internasional Ngurah Rai Bali memperketat pengawasan terhadap penumpang internasional, nih. 

Kepala BKK Denpasar Bali, Anak Agung Ngurah Kusumajaya mengatakan, jika ada penumpang yang terindikasi gejala virus MPox, maka yang bersangkutan akan menjalani pemerinsaan lanjutan.

""Jika terdeteks suku di atas 37,5 derajat celcius, akan dilakukan pemeriksaan lanjutan,"" ucap Anak Agung Ngurah Kusumajaya.

Selain itu, ia meminta kepada kepada para maskapai dan komunitas bandara agar segera melapor ke petugas apabila menemukan penumpang atau kru pesawat yang sakit atau demam, serta memiliki tanda atau gejala menyerupai penyakit Mpox.

#inanewsupdate #monkeypox #virus #cacarmonyet #viruscacarmonyet #WHO #beritaviral #infokesehatan #beritahariini #viral #trending #trendingnow #beritaterbaru"
3871,"All About Care ada promo lagi nih 🙀🙀🙀

Ketika udara tidak sedang baik-baik saja, yuk segera booking jadwal vaksin influenza km
PROMO cmn berlaku di bulan Oktober aja lho..

#allaboutcarevaccine #allaboutcare #klinikanaksemarang #kliniksemarang #klinikkesehatan #care⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ #vaksin #vaksinsemarang #kliniksemarang #homecaresemarang #vaksinhomecare⁣ #sunatanak #sunatanaksemarang
#vaksininfluenza #influenza #vaksininfluenzasemarang #vaksinlengkap  #vaksinpneumonia #vaksinlansia #vaksinkankerservikssemarang #vaksinkankerserviks #hfmd #flusingapura #flusingapore #cacarmonyet #monkeypox #monkeypoxvirus #demamtifoid #demamtifoidanak #merscov"
2088,"Masih bingung membedakan cacar monyet dengan cacar air? Yuk simak postingan ini!

Meskipun sekilas keduanya tampak mirip, namun cacar monyet dan cacar air merupakan dua jenis penyakit yang berbeda lho.
Cek info selengkapnya ya Sobat Sehat! Jangan lupa save postingan ini dan share ke orang-orang di sekitarmu agar lebih aware dengan penyakit Monkeypox atau cacar monyet.

Selalu jaga kesehatan dan disiplin dengan prokes ya Sobat Sehat! Pakai masker, rajin cuci tangan dengan air dan sabun atau gunakan hand sanitizer, jaga jarak, hindari kerumunan, dan kurangi mobilitas.
Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#monkeypox #cacarmonyet #cacar #cacarair #suspekmonkeypox #infosehat #infokesehatan #tipssehat #tipskesehatan #ApotekK24 #K24 #apotek #K24ApoteknyaIndonesia #SobatSehat #K2423Agustus22 #K24West23Agustus22"
4901,"Cacar monyet atau monkeypox saat ini masih menghantui masyarakat Indonesia. Karenanya Sobat Sehat harus waspada dan mengetahui gejala-gejalanya agar bisa melakukan deteksi dan upaya pencegahan sedini mungkin. Swipe untuk melihat gejalanya yaa Sobat!

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Jangan ragu untuk melakukan konsultasi dengan apoteker kami ya Sobat!

#cacarmonyet #monkeypox #mpox #infosehat #infokesehatan #SobatSehat #ApotekK24 #K24ApoteknyaIndonesia #K249November23 #K24East9November23"
3584,"Wow ternyata 5 Penyakit ini pernah tren di tahun 2022. Yuk cek info lebih lanjut!

Jaga kesehatan selalu ya Sobat Sehat!
Jangan kasih kendor ke prokes dan jaga daya tahan tubuh agar tetap sehat.

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#InfoApoteker #InfoApotekerK24 #apotekerk24sobatkeluarga #sehat #hidupsehat #fit #sehat #penyakit #covid-19 #ginjalakut #Hepatitis #monkeypox #cacarmonyet #polio #OmicronXBB #K24ApoteknyaIndonesia #K24Update #K243Januari23 #K24East3Januari23 #SobatSehat #apotekerk24 #InfoSehat #tipssehat #tipskesehatan"
4524,"Yuk jaga kesehatan dan ketahui lebih banyak tentang MonkeyPox! 🐒🦠✨

Official Account Klinik Pratama Sentra Medika
⏰️ Senin-Minggu(08.30 WIB -23.30 WIB)
👨‍🔬 Melayani Peserta BPJS Kesehatan
☎️ 0651-35930
📱0812-6916-4700

#KlinikPratamaHBSentraMedika #kliniksentramedika #klinikaceh #perawatankesehatan 
#kesehatan #kesadaran #monkeypox #pengetahuankesehatan"
7659,"Selamat Pagi!

Akhir-akhir ini kita semua dikejutkan dengan berita mewabahnya monkeypox atau cacar monyet 😱

Monkeypox ini merupakan penyakit langka yang disebabkan oleh virus langka dari hewan. 

Penyakit ini dapat menular melalui kontak langsung dengan hewan yang terinfeksi atau kontak langsung dengan orang yang terinfeksi (kontak kulit).

Agar lebih waspada, yuk kita simak bagaimana cara menanggulanginya.

#HDI #hdiindonesia #hdiwilltowin #hdilivelearnlove #hdigreenlake #hdiglc #waspada #monkeypox #monkeypoxvirus"
3586,"Wow ternyata 5 Penyakit ini pernah tren di tahun 2022. Yuk cek info lebih lanjut!

Jaga kesehatan selalu ya Sobat Sehat!
Jangan kasih kendor ke prokes dan jaga daya tahan tubuh agar tetap sehat.

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Lengkap 24 jam!

#InfoApoteker #InfoApotekerK24 #apotekerk24sobatkeluarga #sehat #hidupsehat #fit #sehat #penyakit #covid-19 #ginjalakut #Hepatitis #monkeypox #cacarmonyet #polio #OmicronXBB #K24ApoteknyaIndonesia #K24Update #K243Januari23 #K24East3Januari23 #SobatSehat #apotekerk24 #InfoSehat #tipssehat #tipskesehatan"
3114,"Hai #SobatSehat, Kasus Cacar monyet atau monkeypox sudah ditemukan di Indonesia.
Tetap tenang, harus waspada dan kenali gejalanya.
Sebarkan informasi ini supaya keluarga kita tetap terjaga dan terhindar dari penularan virus cacar monyet.
Salam sehat.
#Monkeypox
#Promkes_Sidul
cc:
@ganjar_pranowo 
@sinung_rachmadi 
@pemkotsalatiga 
@humaskotasalatiga"
4552,"Haaii Sobat Sehat Kita👋🤗🍀
WASPADA!🤚 Terhadap gejala ""MONKEYPOX""
.
Monkeypox adalah penyakit langka yang pertama kali ditemukan tahun 1958 di Denmark ketika dua wabah penyakit seperti cacar terjadi pada koloni kera yang dipelihara untuk penelitian. Maka dari itulah, penyakit ini diberi nama monkeypox atau cacar monyet.
.
Kasus monkeypox di Indonesia memang belum ditemukan. Tetapi, tak ada salahnya untuk tetap waspada untuk menghindari penularan dan penyebarannya. 

Yuk Sobat Sehat Kita, mari kita tetap waspada terhadap apapun yang ada didepan mata kita, demi kesehatan dan keselamatan kita bersama💪🫂🤗

#klinikkita #sehatbersamamembangunbangsa #waspada #monkeypox #cacar #cacarmonyet"
145,"Organisasi Kesehatan Pan Amerika (PAHO) mengatakan pada hari Rabu (27 Juli) bahwa hampir 5.300 kasus cacar monyet sejauh ini telah dilaporkan di 18 negara dan wilayah di Amerika, dengan mayoritas di Amerika Serikat, Kanada dan Brasil.⁣
⁣
Dilansir dari laman Channel News Asia, Kamis (28/7/2022), wakil direktur PAHO Mary Lou Valdez mengatakan pada konferensi pers bahwa hampir semua kasus terus dilaporkan di antara pria yang berhubungan seks dengan pria berusia antara 25 dan 45, tetapi memperingatkan bahwa siapa pun bisa terkena penyakit ini terlepas dari jenis kelamin atau orientasi seksual mereka.⁣
⁣
Tidak ada kematian akibat cacar monyet yang dilaporkan di wilayah tersebut hingga saat ini.⁣
⁣
Akhir pekan lalu, Organisasi Kesehatan Dunia menyatakan wabah cacar monyet yang menyebar dengan cepat sebagai darurat kesehatan global, tingkat kewaspadaan tertinggi, dengan lebih dari 18.000 kasus dilaporkan secara global.⁣
⁣
Asisten Direktur Sementara PAHO Dr Marcos Espinal mengatakan bahwa sekitar 10 negara di Amerika telah mengatakan bahwa mereka tertarik untuk membeli vaksin cacar monyet, tetapi tidak mengungkapkan negara mana.⁣
⁣
PAHO juga mengungkapkan bahwa pihaknya ""sangat maju"" dalam pembicaraan dengan produsen untuk membeli vaksin generasi ketiga melawan penyakit itu dan mengharapkan beberapa pasokan tiba tahun ini, meskipun dalam jumlah terbatas.⁣
⁣
""Kami pikir kami akan memiliki vaksin tahun ini,"" kata Espinal.⁣
⁣
Sementara itu, Organisasi Kesehatan Dunia (WHO) telah menetapkan cacar monyet atau monkeypox sebagai Darurat Kesehatan Global atau Public Health Emergency of International Concern (PHEIC) pada Sabtu 23 Juli 2022.⁣
⁣
Hal tersebut lantaran hingga saat ini, cacar monyet sudah terdeteksi pada 75 negara dengan 17.156 kasus yang tersebar. Berdasarkan rekomendasi, WHO menetapkan kasus cacar monyet dalam klasifikasi satu hingga empat.⁣
⁣
Sebelumnya cacar monyet pertama kali terdeteksi pada tahun 1958. Bahkan pada 1970, cacar monyet sempat menjadi endemi di negara-negara Afrika Barat dan Afrika Tengah.⁣
⁣
(artikel : Liputan 6)⁣
⁣
⁣
⁣
⁣
#cacarmonyet #cloverhoney #monkeypox #suplemenhdi #suplemenperlebahan #suplemenalami #tingkatkanimun #monkeypoxvirus #waspada"
2341,"Kasus pertama cacar monyet atau monkeypox ditemukan di DKI Jakarta. Merespon hal itu, Pak Joko Widodo meminta masyatakat untuk tidak panik dan tetap waspada.

Selain itu, Jokowi juga telah menginstruksikan Kementerian Kesehatan untuk menyiapkan vaksin. Lalu, langkah selanjutnya untuk mengantisipasi penyebaran lebih luas dengan memperketat pintu masuk dari negara lain serta mengidentifikasi tempat yang interaksinya tinggi.

Merujuk data Badan Kesehatan Dunia atau World Health Organization (WHO) pada 10 Agustus 2022, terdapat 89 negara yang mencatatkan kasus cacar monyet.

#IndonesiaMaju #jokowidod9 #monkeypox #janganpanik #IndonesiaKeren #ri1 #Indonesia #indo #PresidenJokowi #PresidenIndonesia #instapost #Nieuws_idn"
3133,"Darurat Monkeypox‼

 Jakarta, 20 Agustus 2022 :
""Kementerian Kesehatan memastikan satu warga negara Indonesia terkonfirmasi menderita monkeypox."" (Kemenkes, 2022)

-----------------
KOPDAR Asclepio: S2E7
""Siap Hadapi Cacar Monyet di Indonesia""
bersama Kepala Surveilans Epidemiologi Dinkes DKI Jakarta 👩⚕dr. Ngabila Salama, MKM @ngabilasalama & PIYO-Febby✨
-----------------

Cegah sakit (3M + hindari kontrak) + cegah komplikasi (skrining dini)‼
Tidak perlu panik, tingkatkan awareness dan curiosity yang tinggi,
Cacar monyet merupakan self limiting disease, cukup berikan manajemen suportif + surveilans adekuat + edukasi 💊

#KOPDAR #KopdarAsclepio #Ascelpedia #cacarmonyet #monkeypox #WHO #kemenkesRI #DinkesDKI #epidemologi #kasuscacarmonyet #cacarmonyetIndonesia"
1191,"Monkeypox adalah penyakit akibat virus yang ditularkan melalui binatang (zoonosis). Virus monkeypox merupakan anggota genus Orthopoxvirus dalam keluarga Poxviridae. Genus Orthopoxvirus juga termasuk virus variola (penyebab cacar Smallpox) dan virus vaccinia (digunakan dalam vaksin cacar Smallpox).
-
Yuk waspada cacar monyet dan cek tanda-tandanya ya! 

#amanahhealthcare #cacarmonyet #cacarmonyetindonesia #waspadavirus #cacarmonyetgejala #monkeypox"
2133,"Setelah ditemukan kasus pertama cacar monyet di Indonesia, Presiden Jokowi telah menginstruksikan Menteri Kesehatan (Menkes) Budi Gunadi Sadikin untuk segera menyediakan vaksin cacar monyet. Hal ini sebagai antisipasi mencegah terjadinya penyebaran kasus cacar monyet atau monkeypox di Tanah Air.⁣
⁣
Baca artikel selengkapnya di thephrase.id dengan klik link bio!⁣
⁣
#ThePhraseID #CacarMonyet #CacarMonyetIndonesia #MonkeyPox"
1224,"Hai Sahabat Sehat,

Cacar monyet merupakan salah satu penyakit yang saat ini menarik perhatian dan menjadi perbincangan di masyarakat. Monkeypox atau cacar monyet sendiri disebabkan oleh human monkeypoxvirus (MPXV) orthopoxvirus dari famili Poxviridae. Virus ini pertama kali terdeteksi pada monyet pada tahun 1958 dan kasus pertama muncul pada manusia (anak-anak) pada tahun 1970. 

Seiring dengan semakin meningkatnya kasus cacar monyet (monkeypox) di beberapa negara, Kementerian Kesehatan Republik Indonesia telah melakukan berbagai upaya kewaspadaan untuk mencegah penularan di Indonesia. 
Lalu apa saja yang perlu di ketahui tentang monkeypox (cacar monyet)? Simak rangkuman penjelasannya oleh dr. Febrina Dwiyanti, Dokter Umum RS Jakarta dengan swipe slide postingan di atas!

Jika mengalami tanda dan gejala serupa, jangan ragu untuk segera konsultasikan keluhan kamu kepada Dokter Spesialis Rumah Sakit Jakarta. Informasi & pendaftaran dapat menghubungi Telp 021-5732241 atau via Whatsapp 0815 8551 2655.

#Monkeypox
#cacarmonyet
#RumahSakitJakarta
#SemuaNyamanBerobat
#RamahNyamanBerkualitas"
7368,"🚨 Waspada, Bunda! 🚨
Kasus Mpox (cacar monyet) sedang marak‼😱

Yuk, cari tahu lebih lanjut tentang Virus MPOX dari postingan di atas dan bersama lindungi Si Kecil! ♀

Pastikan Si Kecil mendapatkan nutrisi optimal dengan Milna Bubur Bayi yang bergizi untuk jaga kesehatan dan daya tahan tubuhnya! ✨

Jangan lupa share info ini ke teman-teman Bunda ya! 🤩"
7917,"‼️ KELOMPOK INI HARUS WASPADA ‼️ 

Semua orang memang berisiko terpapar virus cacar monyet. Tapi ternyata ada beberapa kelompok orang yang rentan tertular virus ini lho. Yuk cek siapa aja Sobat Sehat!

Jangan lupa untuk selalu menjaga daya tahan tubuh  yaa Sobat Sehat agar tetap sehat dan terlindungi dari paparan virus penyebab penyakit. Stay safe & healthy!

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. KOMPLIT 24 jam💛 💚

#cacarmonyet #monkeypox #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K244September24 #K24West4September24"
564,"Halo #SahabatPhala, WHO baru-baru ini secara resmi menetapkan Cacar Monyet (Monkeyfox) sebagai Darurat Kesehatan Global, dimana pernyataan itu muncul menyusul banyaknya temuan penyakit cacar monyet di sejumlah negara. 

Dan update terbaru, @kemenkes_ri mengkonfirmasi bahwa ada warga yang berstatus suspek cacar monyet yang saat ini dirawat di salah satu RS di Jawa Tengah. Namun lebih jelasnya akan dilakukan pemeriksaan lanjutan untuk memastikannya. Semoga saja bukan ya...

Lalu seperti apa sih cacar monyet ini, apakah berbahaya??
Nah ada baiknya #SahabatPhala untuk mengetahui apa sih cacar monyet ini, bagaimana penularan, gejala serta yang terpenting adalah pencegahannya. 
Simak info berikut ini ya..

Yuk #SahabatPhala tetap jaga kesehatan ya, 
stay healthy ❤️

Silakan konsultasikan kesehatan #SahabatPhala di @klinik_phalamedika.

Untuk info lebih lanjut bisa kontak kami di:
Klinik Phala Medika
Jl.Raya Pujung Kelod Sebatu Tegallalang Gianyar Bali
081 1388 9080
www.phalamedika.com
IG @klinik_phalamedika
FB Phala Medika

#monkeypox
#cacarmonyet
#phalamedika
#klinikphalamedika
#medicalhealthserviceinubud
#oncallserviceinubud
#doctorinubud
#medicalcareinbali
#swabantigendibali
#swabpcrdibali
#klinikubud
#kliniktegallalang
#klinikgianyar
#klinikdibali"
4574,"Cacar monyet kembali terdektesi di Indonesia!😱

Muliavers, tidak perlu takut dan tidak perlu panik! Mari ketahui dahulu yuk tentang cacar monyet atau monkeypox😉

Muliavers, apabila ada yang mengalami gejala, segera ke RS Mulia Pajajaran ya! dan jangan lupa untuk selalu menjaga kebersihan diri serta kesehatan fisik😍

#rsmuliapajajaran
#monkeypox
#cacarmonyet"
1799,"Health Alert, Virus Cacar Monyet sekarang ada di dekat kita! Yuk simak penjelasannya di slide selanjutnya 

Agar kemungkinan kamu terpapar virus cacar monyet semakin kecil, kamu dan keluarga bisa minum Stimuno Forte dan Syrup ya Moms 

Stimuno terbukti mengoptimalkan kinerja imun tubuh dan meningkatkan daya tahan tubuh 💪🏻

#HanyaStimunoFitoFarmaka #StimunoPenjagaImun #GakGampangSakit #AmanSetiapHari #StimunoPerbaikiImun #Monkeypox #CacarMonyet

Monkeypox (who.int)
DKI Kemasukan Cacar Monyet, Laki-laki 27 Tahun Alami Gejala Ini (detik.com)"
